tx_bairro;Freq;per
JOSE FIUMARO;1;1,08948483709478e-06
JOSE FONTANA II - SEDE;1;1,08948483709478e-06
JOSE FRANCISCO;1;1,08948483709478e-06
JOSE FREITAS MELRO;1;1,08948483709478e-06
JOSE FROTA PINTO;1;1,08948483709478e-06
JOSE GARCIA DA COSTA;1;1,08948483709478e-06
JOSE GOMES;1;1,08948483709478e-06
JOSE GOMES DA SILVA;1;1,08948483709478e-06
JOSE GOMES MENDES;1;1,08948483709478e-06
JOSE GONCALVES DE ALMEIDA;1;1,08948483709478e-06
JOSE GUSMAO  DE BRITO;1;1,08948483709478e-06
JOSE HASSEM;1;1,08948483709478e-06
JOSE HELITON RAMALHO;1;1,08948483709478e-06
JOSE HENRI;1;1,08948483709478e-06
JOSE HOLANDA LIMA;1;1,08948483709478e-06
JOSE INACIO DE MESQUITA;1;1,08948483709478e-06
JOSE JACINTO;1;1,08948483709478e-06
JOSE JAILTON;1;1,08948483709478e-06
JOSE JOAQUIM DE SOUZA;1;1,08948483709478e-06
JOSE JUSTI;1;1,08948483709478e-06
JOSE L D SANTOS;1;1,08948483709478e-06
JOSE LAGE;1;1,08948483709478e-06
JOSE LARA;1;1,08948483709478e-06
JOSE LEAL;1;1,08948483709478e-06
JOSE LIBERATO;1;1,08948483709478e-06
JOSE LIMA;1;1,08948483709478e-06
JOSE LISBOA;1;1,08948483709478e-06
JOSE LISBOA I;1;1,08948483709478e-06
JOSE LOPES;1;1,08948483709478e-06
JOSE LOURENCO DANTAS;1;1,08948483709478e-06
JOSE LUCIO;1;1,08948483709478e-06
JOSE LUIZ ADJUNTO;1;1,08948483709478e-06
JOSE LUIZ PEREIRA;1;1,08948483709478e-06
JOSE LUSTOSA CANTARELLI;1;1,08948483709478e-06
JOSE M DA SILVA;1;1,08948483709478e-06
JOSE M.  DOS  REIS;1;1,08948483709478e-06
JOSE MARCELINO;1;1,08948483709478e-06
JOSE MARIA ALKIMIM;1;1,08948483709478e-06
JOSE MARIA ALKMIM;1;1,08948483709478e-06
JOSE MARTINS DE ALMEIDA;1;1,08948483709478e-06
JOSE MARTINS TEODORO;1;1,08948483709478e-06
JOSE MESQUITA;1;1,08948483709478e-06
JOSE MIGUEL MOREIRA;1;1,08948483709478e-06
JOSE MILTON MACHADO;1;1,08948483709478e-06
JOSE MOREIRA;1;1,08948483709478e-06
JOSE MOTA;1;1,08948483709478e-06
JOSE MOYSES NACIF;1;1,08948483709478e-06
JOSE N RIBEIRO;1;1,08948483709478e-06
JOSE NICODEMOS DE LIMA;1;1,08948483709478e-06
JOSE NITRO;1;1,08948483709478e-06
JOSE NUNES PEREIRA;1;1,08948483709478e-06
JOSE OMETTO I;1;1,08948483709478e-06
JOSE OMETTO III;1;1,08948483709478e-06
JOSE OPERARIO;1;1,08948483709478e-06
JOSE OZIMO;1;1,08948483709478e-06
JOSE P. NOGUEIRA;1;1,08948483709478e-06
JOSE PAPAGAIO;1;1,08948483709478e-06
JOSE PEDRO;1;1,08948483709478e-06
JOSE PEQUENO;1;1,08948483709478e-06
JOSE PINTO;1;1,08948483709478e-06
JOSE PNHEIRO;1;1,08948483709478e-06
JOSE QUINCAS;1;1,08948483709478e-06
JOSE R. MACIEL;1;1,08948483709478e-06
JOSE R. VASCONCELOS;1;1,08948483709478e-06
JOSE R.VASCONCELLOS;1;1,08948483709478e-06
JOSE RAEL;1;1,08948483709478e-06
JOSE RAMOS CAVALCANTI;1;1,08948483709478e-06
JOSE RIBEIRO CAMINHA;1;1,08948483709478e-06
JOSE RODR MACIEL;1;1,08948483709478e-06
JOSE RODRIGUES DA SILVA;1;1,08948483709478e-06
JOSE ROGERIO AMORIM DE OLIVEIRA;1;1,08948483709478e-06
JOSE RUPP;1;1,08948483709478e-06
JOSE SALES BARBOSA;1;1,08948483709478e-06
JOSE SAMPAIO;1;1,08948483709478e-06
JOSE SAMPAIO JUNIOR;1;1,08948483709478e-06
JOSE SEVERINO - ANTUNES;1;1,08948483709478e-06
JOSE SEVERINO ANTUNES;1;1,08948483709478e-06
JOSE SEVERINO/ANTUNES;1;1,08948483709478e-06
JOSE SILCON DE LACERDA;1;1,08948483709478e-06
JOSE TAVARES DO COUTO;1;1,08948483709478e-06
JOSE TELES MENESES - PERIFERIA;1;1,08948483709478e-06
JOSE TONON;1;1,08948483709478e-06
JOSE VALIM MELO I;1;1,08948483709478e-06
JOSE VICENTE DO REGO;1;1,08948483709478e-06
JOSE VIEIRA MARQUES;1;1,08948483709478e-06
JOSEFA C. MONTEIRO;1;1,08948483709478e-06
JOSEFINA COELHO;1;1,08948483709478e-06
JOSEFINA COELHO DE SOUZA;1;1,08948483709478e-06
JOSEFINO ANICIO REIS;1;1,08948483709478e-06
JOSELANDIA;1;1,08948483709478e-06
JOSEPHIM TAGLIARI;1;1,08948483709478e-06
JOSIAS;1;1,08948483709478e-06
JOSIAS ELPIDIO RODRIGUES;1;1,08948483709478e-06
JOSU PARENTE;1;1,08948483709478e-06
JOTA IMA;1;1,08948483709478e-06
JOTA LIMA;1;1,08948483709478e-06
JOTOBA;1;1,08948483709478e-06
JOVIANO BARBOSA;1;1,08948483709478e-06
JOWA RURAL;1;1,08948483709478e-06
JR B. RIO COOPHAMIL;1;1,08948483709478e-06
JR BOM RETIRO;1;1,08948483709478e-06
JR PACAEMBU;1;1,08948483709478e-06
JR. INDEPENDENCIA;1;1,08948483709478e-06
JR.CAMPANARIO;1;1,08948483709478e-06
JRD AEROPORTO;1;1,08948483709478e-06
JRD AMARALINA;1;1,08948483709478e-06
JRD ANAPOLIS;1;1,08948483709478e-06
JRD B SERENO GARDEN;1;1,08948483709478e-06
JRD BANDEIRANTES II;1;1,08948483709478e-06
JRD BONFIGLIOLI;1;1,08948483709478e-06
JRD CORUMBA;1;1,08948483709478e-06
JRD DA INFANCIA;1;1,08948483709478e-06
JRD DAS NACOES;1;1,08948483709478e-06
JRD DAS OLIVEIRAS;1;1,08948483709478e-06
JRD FONTE SAO MIGUEL;1;1,08948483709478e-06
JRD GOIAS;1;1,08948483709478e-06
JRD JACARANDAS;1;1,08948483709478e-06
JRD LUCIANA/STA RITA;1;1,08948483709478e-06
JRD LUCIANO;1;1,08948483709478e-06
JRD NOIA;1;1,08948483709478e-06
JRD NOVA METROPOLE;1;1,08948483709478e-06
JRD PRIMAVERA;1;1,08948483709478e-06
JRD REDENTOR;1;1,08948483709478e-06
JRD SANTA MARIA;1;1,08948483709478e-06
JRD UNIVERSITARIO;1;1,08948483709478e-06
JRD. ALZIRA;1;1,08948483709478e-06
JRD. AMENDOEIRA;1;1,08948483709478e-06
JRD. BELITA;1;1,08948483709478e-06
JRD. BOM PASTOR;1;1,08948483709478e-06
JRD. GUANDU;1;1,08948483709478e-06
JRD. NOIA;1;1,08948483709478e-06
JRD. PANORAM;1;1,08948483709478e-06
JRD. PRIMAVERA;1;1,08948483709478e-06
JRD. SANTA MARTA;1;1,08948483709478e-06
JRD. SUMARE;1;1,08948483709478e-06
JRD. TODOS OS SANTOS;1;1,08948483709478e-06
JRD.BALNEARIO BAMBUI;1;1,08948483709478e-06
JRD.CURITIBANO I;1;1,08948483709478e-06
JRD.OLAVO BILAC;1;1,08948483709478e-06
JRDIM CASQUEIRO;1;1,08948483709478e-06
JRDIM GARDENEA AZUL;1;1,08948483709478e-06
JRDIM JANAINA;1;1,08948483709478e-06
JRDIM PAULISTANO;1;1,08948483709478e-06
JRDIM VERA CRUZ;1;1,08948483709478e-06
JREQUIEZINHO;1;1,08948483709478e-06
JS NICOLAU;1;1,08948483709478e-06
JS NOSSA SENHORA APARECIDA;1;1,08948483709478e-06
JS SANTA ESMERALDA;1;1,08948483709478e-06
JS SANTO ANDRE;1;1,08948483709478e-06
JS SANTO EDUARDO;1;1,08948483709478e-06
JS SAO MIGUEL;1;1,08948483709478e-06
JS STA EMILIA;1;1,08948483709478e-06
JSRDIM DAS ROSAS;1;1,08948483709478e-06
JSRDIM TRANSILVANIA;1;1,08948483709478e-06
JU;1;1,08948483709478e-06
JU PARANA;1;1,08948483709478e-06
JUA DOS VEIRAS;1;1,08948483709478e-06
JUANA COELI;1;1,08948483709478e-06
JUARENA;1;1,08948483709478e-06
JUATUBA;1;1,08948483709478e-06
JUAZAL;1;1,08948483709478e-06
JUAZEIRAO;1;1,08948483709478e-06
JUAZEIRO DE BAIXO;1;1,08948483709478e-06
JUAZEIRO III;1;1,08948483709478e-06
JUBAI;1;1,08948483709478e-06
JUCA FRANCO;1;1,08948483709478e-06
JUCARA ESTIVA;1;1,08948483709478e-06
JUCARAL DA CANOA;1;1,08948483709478e-06
JUCARAL DO BONFIM;1;1,08948483709478e-06
JUCARALZINHO;1;1,08948483709478e-06
JUCAREIRA;1;1,08948483709478e-06
JUCELINO KUBITSCHECK;1;1,08948483709478e-06
JUCELINO KUBSTICHEK;1;1,08948483709478e-06
JUCIARA;1;1,08948483709478e-06
JUCUTUGUARA;1;1,08948483709478e-06
JUERANA - SEDE;1;1,08948483709478e-06
JUERANA B;1;1,08948483709478e-06
JUGURUSSU;1;1,08948483709478e-06
JULHO;1;1,08948483709478e-06
JULHO ADERNE;1;1,08948483709478e-06
JULHO I;1;1,08948483709478e-06
JULHO II;1;1,08948483709478e-06
JULIA ALMEIDA;1;1,08948483709478e-06
JULIA MONTEIRO;1;1,08948483709478e-06
JULIA SEFFER;1;1,08948483709478e-06
JULIANA G PADILHA;1;1,08948483709478e-06
JULIATI DE CARVALHO;1;1,08948483709478e-06
JULIETA;1;1,08948483709478e-06
JULIETA F DA  SILVA;1;1,08948483709478e-06
JULINHO;1;1,08948483709478e-06
JULIO  MESQUITA FILH;1;1,08948483709478e-06
JULIO 2;1;1,08948483709478e-06
JULIO ADERME;1;1,08948483709478e-06
JULIO ALMEIDA - VILA CIDADE DE DEUS;1;1,08948483709478e-06
JULIO ANDRE;1;1,08948483709478e-06
JULIO DE MESQUITA F.;1;1,08948483709478e-06
JULIO DE MESQUITA FILHO - SOROCABA I;1;1,08948483709478e-06
JULIO DE MESQUITA FILHO SOROCABA I;1;1,08948483709478e-06
JULIO DOS SANTOS;1;1,08948483709478e-06
JULIO MANTOVANI;1;1,08948483709478e-06
JULIO MESQUITA FILHO;1;1,08948483709478e-06
JULIO MORETTI;1;1,08948483709478e-06
JULIO RAMOS;1;1,08948483709478e-06
JULIO ROSA;1;1,08948483709478e-06
JULIO SILVA;1;1,08948483709478e-06
JUMA;1;1,08948483709478e-06
JUMIRIM VELHO;1;1,08948483709478e-06
JUNCO BAIXO SALITRE;1;1,08948483709478e-06
JUNCO DO SERIDO;1;1,08948483709478e-06
JUNCO DOS SERGIPANOS;1;1,08948483709478e-06
JUNCO JACOBINA;1;1,08948483709478e-06
JUNCO NOVO;1;1,08948483709478e-06
JUNCO STO ONOFRE;1;1,08948483709478e-06
JUNDIA DE CIMA;1;1,08948483709478e-06
JUNDIA MIRIM;1;1,08948483709478e-06
JUNDIAI MIRIN;1;1,08948483709478e-06
JUNDIAIZINHO / TERRA PRETA;1;1,08948483709478e-06
JUNDIAPARA;1;1,08948483709478e-06
JUNG;1;1,08948483709478e-06
JUNGURUSSU;1;1,08948483709478e-06
JUNQUEIROZ;1;1,08948483709478e-06
JUNTO A SAIDA 229;1;1,08948483709478e-06
JUNTO/ACAMP DO DAER;1;1,08948483709478e-06
JUPY;1;1,08948483709478e-06
JUQUARA;1;1,08948483709478e-06
JUQUIA DE CIMA;1;1,08948483709478e-06
JUQUIA-GUACU;1;1,08948483709478e-06
JUQUINHA MENDONCA;1;1,08948483709478e-06
JUQUIRATIBA;1;1,08948483709478e-06
JURACI PALHANO;1;1,08948483709478e-06
JURACY;1;1,08948483709478e-06
JURACY PALHANO;1;1,08948483709478e-06
JURAMA;1;1,08948483709478e-06
JURANDIR  VELANE;1;1,08948483709478e-06
JURE;1;1,08948483709478e-06
JUREMA PARQUE;1;1,08948483709478e-06
JURIMAR;1;1,08948483709478e-06
JURITI - PQ.;1;1,08948483709478e-06
JURUDORE - DISTRITO PARAISO DO LESTE;1;1,08948483709478e-06
JURUNAS CENTRO;1;1,08948483709478e-06
JURUNAS NOVO;1;1,08948483709478e-06
JURUNAS(ARSENAL);1;1,08948483709478e-06
JURUPEMA;1;1,08948483709478e-06
JURUSSACA;1;1,08948483709478e-06
JUSCELANDIA;1;1,08948483709478e-06
JUSCELINO  KUBITSCHEK;1;1,08948483709478e-06
JUSCELINO K UBS TICHEK;1;1,08948483709478e-06
JUSCELINO KUBISTCHECK;1;1,08948483709478e-06
JUSCELINO KUBISTCHEK;1;1,08948483709478e-06
JUSCELINO KUBISTECK;1;1,08948483709478e-06
JUSCELINO KUBITCHEC;1;1,08948483709478e-06
JUSCELINO KUBITCHEK;1;1,08948483709478e-06
JUSCELINO KUBITSCHEK II;1;1,08948483709478e-06
JUSCELINO KUBSTCHEK;1;1,08948483709478e-06
JUSCELINO KUBSTICHECK;1;1,08948483709478e-06
JUSCELIO KUBITSCHEK;1;1,08948483709478e-06
JUSCIMEIRA;1;1,08948483709478e-06
JUSTINADA;1;1,08948483709478e-06
JUSTINO;1;1,08948483709478e-06
JUSTINO GOMES;1;1,08948483709478e-06
JUSTINPOLIS;1;1,08948483709478e-06
JUSTO;1;1,08948483709478e-06
JUTURNAIBA;1;1,08948483709478e-06
JUVENAL MELO;1;1,08948483709478e-06
JUVENTUDE DA ENOL.;1;1,08948483709478e-06
JUVENTUDE DE ENOLOGIA - CIDADE ALTA;1;1,08948483709478e-06
Jardim América;1;1,08948483709478e-06
Jardim Paraíso;1;1,08948483709478e-06
K RURAL;1;1,08948483709478e-06
K-11(CAONZE);1;1,08948483709478e-06
K.VEM;1;1,08948483709478e-06
KAGADO;1;1,08948483709478e-06
KAIGANGUES;1;1,08948483709478e-06
KALMANN;1;1,08948483709478e-06
KANEBO;1;1,08948483709478e-06
KANEGAE;1;1,08948483709478e-06
KARIMA;1;1,08948483709478e-06
KARNOPP;1;1,08948483709478e-06
KASPEREIT;1;1,08948483709478e-06
KATIA  1 SECAO;1;1,08948483709478e-06
KATIA 3 SECAO;1;1,08948483709478e-06
KELLY CRISTINA;1;1,08948483709478e-06
KEMEL I ITAIM PAULIS;1;1,08948483709478e-06
KEMEL II;1;1,08948483709478e-06
KENNDY;1;1,08948483709478e-06
KENYON;1;1,08948483709478e-06
KEPHAS;1;1,08948483709478e-06
KIKUE TAKEBE;1;1,08948483709478e-06
KILOMETRO 14;1;1,08948483709478e-06
KILOMETRO CEM BR 116;1;1,08948483709478e-06
KING MEAT;1;1,08948483709478e-06
KINGOMA;1;1,08948483709478e-06
KITUNGO;1;1,08948483709478e-06
KLASENER II;1;1,08948483709478e-06
KLEBER BARRETO;1;1,08948483709478e-06
KLUBEGI;1;1,08948483709478e-06
KM;1;1,08948483709478e-06
KM    107;1;1,08948483709478e-06
KM  03;1;1,08948483709478e-06
KM - 18;1;1,08948483709478e-06
KM - 25;1;1,08948483709478e-06
KM - RODOVIA;1;1,08948483709478e-06
KM 0;1;1,08948483709478e-06
KM 01 - SAIDA PARA PALMITAL;1;1,08948483709478e-06
KM 05 CRT 2438;1;1,08948483709478e-06
KM 06 ZONA RURAL;1;1,08948483709478e-06
KM 07;1;1,08948483709478e-06
KM 08 FAZENDA COQUEIRO ZONA RURAL;1;1,08948483709478e-06
KM 08 SANTA ROSA;1;1,08948483709478e-06
KM 10 JAGUARETE;1;1,08948483709478e-06
KM 10 ZONA RURAL;1;1,08948483709478e-06
KM 10 ZONA RURAL DE IRANDUBA;1;1,08948483709478e-06
KM 100 BR 116;1;1,08948483709478e-06
KM 107;1;1,08948483709478e-06
KM 110;1;1,08948483709478e-06
KM 114;1;1,08948483709478e-06
KM 114, GLEBA PIRAPO LOT. 116-B;1;1,08948483709478e-06
KM 114/115;1;1,08948483709478e-06
KM 128;1;1,08948483709478e-06
KM 139,8;1;1,08948483709478e-06
KM 14 DO M PRETO;1;1,08948483709478e-06
KM 14 MUTUM PRETO;1;1,08948483709478e-06
KM 14/GUARUS;1;1,08948483709478e-06
KM 140,7;1;1,08948483709478e-06
KM 142;1;1,08948483709478e-06
KM 143;1;1,08948483709478e-06
KM 15 RIO ERVAL;1;1,08948483709478e-06
KM 179;1;1,08948483709478e-06
KM 19 COLATINA;1;1,08948483709478e-06
KM 2 ZONA RURAL;1;1,08948483709478e-06
KM 2,5;1;1,08948483709478e-06
KM 2.5;1;1,08948483709478e-06
KM 202;1;1,08948483709478e-06
KM 22,5;1;1,08948483709478e-06
KM 24;1;1,08948483709478e-06
KM 25,;1;1,08948483709478e-06
KM 25, PROJETO MARIA TEREZA;1;1,08948483709478e-06
KM 26 ROD IBIRATAIA/;1;1,08948483709478e-06
KM 264;1;1,08948483709478e-06
KM 266/267;1;1,08948483709478e-06
KM 27 RAMAL DO POCO DAS ANTAS;1;1,08948483709478e-06
KM 286 VILA CANOPUS;1;1,08948483709478e-06
KM 30 TRANSCUIABA;1;1,08948483709478e-06
KM 31;1;1,08948483709478e-06
KM 32 PRADOS VERDES;1;1,08948483709478e-06
KM 344;1;1,08948483709478e-06
KM 345;1;1,08948483709478e-06
KM 35 ITAMOTINGA JUAZEIRO;1;1,08948483709478e-06
KM 351;1;1,08948483709478e-06
KM 379;1;1,08948483709478e-06
KM 38;1;1,08948483709478e-06
KM 396;1;1,08948483709478e-06
KM 398;1;1,08948483709478e-06
KM 40 ZONA RURAL;1;1,08948483709478e-06
KM 410 A DIREITA 11 KMS;1;1,08948483709478e-06
KM 42 AM 010;1;1,08948483709478e-06
KM 42 BA 093 - ALTO DA COLINA;1;1,08948483709478e-06
KM 42 ROD. CASTANHAL/CURUCA;1;1,08948483709478e-06
KM 44;1;1,08948483709478e-06
KM 44 TAIM;1;1,08948483709478e-06
KM 47;1;1,08948483709478e-06
KM 481;1;1,08948483709478e-06
KM 502;1;1,08948483709478e-06
KM 509, BR 232;1;1,08948483709478e-06
KM 51 DA BR 367 ZONA RURAL;1;1,08948483709478e-06
KM 52;1;1,08948483709478e-06
KM 55;1;1,08948483709478e-06
KM 58;1;1,08948483709478e-06
KM 58 POVOADO DE MEMBECA;1;1,08948483709478e-06
KM 598;1;1,08948483709478e-06
KM 63;1;1,08948483709478e-06
KM 65;1;1,08948483709478e-06
KM 697;1;1,08948483709478e-06
KM 7 CASTELHANO;1;1,08948483709478e-06
KM 73;1;1,08948483709478e-06
KM 75;1;1,08948483709478e-06
KM 8;1;1,08948483709478e-06
KM 85;1;1,08948483709478e-06
KM 89;1;1,08948483709478e-06
KM 9;1;1,08948483709478e-06
KM 9 DA BR 010;1;1,08948483709478e-06
KM 9,5;1;1,08948483709478e-06
KM 98;1;1,08948483709478e-06
KM IV;1;1,08948483709478e-06
KM, 14;1;1,08948483709478e-06
KM-04;1;1,08948483709478e-06
KM-14;1;1,08948483709478e-06
KM-2;1;1,08948483709478e-06
KM-25;1;1,08948483709478e-06
KM-39;1;1,08948483709478e-06
KM. 08 - BA 142;1;1,08948483709478e-06
KM.18;1;1,08948483709478e-06
KM.4;1;1,08948483709478e-06
KM.8 Z.RURAL;1;1,08948483709478e-06
KM03;1;1,08948483709478e-06
KM133;1;1,08948483709478e-06
KM17;1;1,08948483709478e-06
KM3;1;1,08948483709478e-06
KM32;1;1,08948483709478e-06
KM332+163,77M;1;1,08948483709478e-06
KM4;1;1,08948483709478e-06
KM41;1;1,08948483709478e-06
KOBAYAT LIBADO;1;1,08948483709478e-06
KOBAYAT LIBANO;1;1,08948483709478e-06
KOBAYT LIBANO;1;1,08948483709478e-06
KOBRASOL II;1;1,08948483709478e-06
KOBRASSOL;1;1,08948483709478e-06
KOPP LAND;1;1,08948483709478e-06
KORCIUSCULO BARBOSA;1;1,08948483709478e-06
KOSMO;1;1,08948483709478e-06
KRAUL CENTRAL;1;1,08948483709478e-06
KRECKER;1;1,08948483709478e-06
KRENAK;1;1,08948483709478e-06
KUAWAIT;1;1,08948483709478e-06
KUBSTCHEK;1;1,08948483709478e-06
KUIM;1;1,08948483709478e-06
KURASHIKI;1;1,08948483709478e-06
KURTS;1;1,08948483709478e-06
L;1;1,08948483709478e-06
L 1 DE MAIO;1;1,08948483709478e-06
L BARRA DAS CONTAS;1;1,08948483709478e-06
L BARRA VERDE;1;1,08948483709478e-06
L BERNARDI;1;1,08948483709478e-06
L BRASIL;1;1,08948483709478e-06
L BRUM;1;1,08948483709478e-06
L CACHOEIRA;1;1,08948483709478e-06
L CAPELINHA;1;1,08948483709478e-06
L CATARINENSE;1;1,08948483709478e-06
L COXILHA SECA;1;1,08948483709478e-06
L DO CAMORIM;1;1,08948483709478e-06
L DO PINHEIRO;1;1,08948483709478e-06
L DO TIUMA;1;1,08948483709478e-06
L DONA CANDIDAASCOL;1;1,08948483709478e-06
L DURIGON;1;1,08948483709478e-06
L EMP VELHA;1;1,08948483709478e-06
L FAX GUEDES;1;1,08948483709478e-06
L FERRAZ DA LUZ;1;1,08948483709478e-06
L FIORIO;1;1,08948483709478e-06
L FLORESTA;1;1,08948483709478e-06
L FLORIANO PEI ALTO;1;1,08948483709478e-06
L FURMAN;1;1,08948483709478e-06
L JACUTINGA;1;1,08948483709478e-06
L LEONOR;1;1,08948483709478e-06
L MARUNDIN;1;1,08948483709478e-06
L MINEIRA;1;1,08948483709478e-06
L MISSIONEIRO;1;1,08948483709478e-06
L MONTE ALEGRE;1;1,08948483709478e-06
L MUNDO NOVO;1;1,08948483709478e-06
L NOV VICENZA;1;1,08948483709478e-06
L OLINDA;1;1,08948483709478e-06
L P DOS GREGORIOS;1;1,08948483709478e-06
L P PEREIRA;1;1,08948483709478e-06
L PINHEIRINHO;1;1,08948483709478e-06
L PINHEIRO ALTO;1;1,08948483709478e-06
L S ANTONIO;1;1,08948483709478e-06
L S FRANCISCO;1;1,08948483709478e-06
L SANTANA;1;1,08948483709478e-06
L SAO BRAZ;1;1,08948483709478e-06
L SAO CRISTOVAO;1;1,08948483709478e-06
L SAO FRANCISCO;1;1,08948483709478e-06
L SAO JOSE;1;1,08948483709478e-06
L SERRARIA;1;1,08948483709478e-06
L SOL E OURO;1;1,08948483709478e-06
L TARAIRAS;1;1,08948483709478e-06
L TOLDINHO  I;1;1,08948483709478e-06
L TUNALZINHO;1;1,08948483709478e-06
L URUGUAI;1;1,08948483709478e-06
L VELHA CABUU;1;1,08948483709478e-06
L VINTE E QUATRO;1;1,08948483709478e-06
L VITORINO MONTEIRO;1;1,08948483709478e-06
L ZANELA;1;1,08948483709478e-06
L ZANQUETA;1;1,08948483709478e-06
L.  AUXILIADORA ALTA;1;1,08948483709478e-06
L. BOQUEIRAO BAIXO;1;1,08948483709478e-06
L. BORGES MEDEIROS;1;1,08948483709478e-06
L. CAVALCANTE;1;1,08948483709478e-06
L. COSTA;1;1,08948483709478e-06
L. FREITAS;1;1,08948483709478e-06
L. N S. CONSOLADORA;1;1,08948483709478e-06
L. PQ. RES. MARACANA;1;1,08948483709478e-06
L.A.C. GOLDEN PARK;1;1,08948483709478e-06
L.ANTONIOLLI;1;1,08948483709478e-06
L.APARECIDA;1;1,08948483709478e-06
L.DIEZEL;1;1,08948483709478e-06
L.DUQUE DE CAXIAS;1;1,08948483709478e-06
L.M. FERREIRA JORGE;1;1,08948483709478e-06
L.NOSSA SRA CARMO;1;1,08948483709478e-06
L.PINHEIRO/RESTINGA;1;1,08948483709478e-06
L.SAO SALVADOR;1;1,08948483709478e-06
L.SETE DE SETEMBRO;1;1,08948483709478e-06
L.VOLTA GRANDE;1;1,08948483709478e-06
LA  FRANCIO;1;1,08948483709478e-06
LA CACHOEIRA;1;1,08948483709478e-06
LA CORONEL BRITO;1;1,08948483709478e-06
LA DA GRUTA;1;1,08948483709478e-06
LA DIAMANTINA;1;1,08948483709478e-06
LA DOLCE VITA;1;1,08948483709478e-06
LA DONA ISAURA;1;1,08948483709478e-06
LA ESTANC MARIANTE;1;1,08948483709478e-06
LA HOLANDA ALTA;1;1,08948483709478e-06
LA LAJE SECA;1;1,08948483709478e-06
LA PIO X;1;1,08948483709478e-06
LA QUINOTA;1;1,08948483709478e-06
LA RESERVE DU MOULIN;1;1,08948483709478e-06
LA SALLE 1;1;1,08948483709478e-06
LA SANTA BARBARA;1;1,08948483709478e-06
LA SANTA CRUZ;1;1,08948483709478e-06
LA SANTA EMILIA;1;1,08948483709478e-06
LA SAO CRISTOVAO;1;1,08948483709478e-06
LA SAO FRANCISCO;1;1,08948483709478e-06
LA SAO JOAO CENTRO;1;1,08948483709478e-06
LA TAQUARUSSU;1;1,08948483709478e-06
LA TIGRE;1;1,08948483709478e-06
LA UNIAO;1;1,08948483709478e-06
LA XV DE NOVEMBRO;1;1,08948483709478e-06
LA. COLONIA NOVA;1;1,08948483709478e-06
LA. SILVA JARDIM;1;1,08948483709478e-06
LA. SUL HORIZONTE;1;1,08948483709478e-06
LA. VARGEM BONITA;1;1,08948483709478e-06
LA. XV DE NOVEMBRO;1;1,08948483709478e-06
LA.AGUA BOA VISTA;1;1,08948483709478e-06
LA.CAB.DE SAO TOMAZ;1;1,08948483709478e-06
LA.CABEC.DE S.RITA;1;1,08948483709478e-06
LA.FURLAN;1;1,08948483709478e-06
LA.SAO THOMAS;1;1,08948483709478e-06
LABAK;1;1,08948483709478e-06
LABANCA;1;1,08948483709478e-06
LABAREDA;1;1,08948483709478e-06
LABORIAUX;1;1,08948483709478e-06
LACADOR;1;1,08948483709478e-06
LACALIDADE DE FAZENDINHA;1;1,08948483709478e-06
LACERDA SUDRE DE ASSIS;1;1,08948483709478e-06
LACERDINHA;1;1,08948483709478e-06
LACHEZ DE CIMA;1;1,08948483709478e-06
LACOS;1;1,08948483709478e-06
LAD.GARCIA V.GAMA;1;1,08948483709478e-06
LADEIRA DA BARRA;1;1,08948483709478e-06
LADEIRA DA CADEIA;1;1,08948483709478e-06
LADEIRA DA FONTE NOVA;1;1,08948483709478e-06
LADEIRA DAS PALMEIRAS;1;1,08948483709478e-06
LADEIRA DO CAPOTE;1;1,08948483709478e-06
LADEIRA DO POCO ALEG;1;1,08948483709478e-06
LADEIRA DO URUGUAI;1;1,08948483709478e-06
LADEIRA SAO JOSE;1;1,08948483709478e-06
LADO DE BRASILIA;1;1,08948483709478e-06
LADO DIREITO DA CICLOVIA;1;1,08948483709478e-06
LADO NORTE;1;1,08948483709478e-06
LADY LAURA;1;1,08948483709478e-06
LAFAIETE;1;1,08948483709478e-06
LAFAIETE COUTINHO;1;1,08948483709478e-06
LAG DA CONCEICAO;1;1,08948483709478e-06
LAG DO TRIGRE NORTE;1;1,08948483709478e-06
LAG GUILHERME;1;1,08948483709478e-06
LAG. DA BAR. BONITA;1;1,08948483709478e-06
LAG.DO BUQUEIRAO;1;1,08948483709478e-06
LAGAO DA BARRA;1;1,08948483709478e-06
LAGARTO;1;1,08948483709478e-06
LAGE DA CRUZ;1;1,08948483709478e-06
LAGE DA GAMELEIRA;1;1,08948483709478e-06
LAGE DO BATATA;1;1,08948483709478e-06
LAGE DO CARRAPICHO;1;1,08948483709478e-06
LAGE DO CURRAL;1;1,08948483709478e-06
LAGE DOS GATOS;1;1,08948483709478e-06
LAGEADIINHO;1;1,08948483709478e-06
LAGEADO AGUAS NEGRAS;1;1,08948483709478e-06
LAGEADO CARNEIRO;1;1,08948483709478e-06
LAGEADO CAUNA;1;1,08948483709478e-06
LAGEADO DA BARRA BONITA;1;1,08948483709478e-06
LAGEADO DAS MORTES;1;1,08948483709478e-06
LAGEADO DAS POMBAS;1;1,08948483709478e-06
LAGEADO DE ARACAIBA;1;1,08948483709478e-06
LAGEADO DE ITAOCA;1;1,08948483709478e-06
LAGEADO DO  CERNE;1;1,08948483709478e-06
LAGEADO DO MEIO;1;1,08948483709478e-06
LAGEADO DOCE;1;1,08948483709478e-06
